donor_id,preferred_categories,donation_range_min,donation_range_max,location,preferred_type
D2240,"Food,Arts",881,2496,Bangalore,Orphanage
D2241,"Health,Shelter",980,3430,Bangalore,NGO
D2242,"Food,Arts",961,3255,Chennai,Orphanage
D2243,Arts,935,4348,Kolkata,NGO
D2244,Shelter,956,4386,Chennai,Orphanage
D2245,Health,515,2883,Delhi,Orphanage
D2246,"Education,Arts",982,2904,Kolkata,NGO
D2247,"Food,Shelter",969,4695,Chennai,Orphanage
D2248,Food,917,2819,Bangalore,NGO
D2249,"Health,Food",921,3035,Chennai,NGO
D2250,Health,898,2770,Chennai,Orphanage
D2251,Shelter,976,4470,Bangalore,NGO
D2252,"Arts,Food",856,3942,Chennai,Orphanage
D2253,Shelter,577,3984,Chennai,Orphanage
D2254,"Arts,Food",932,3584,Chennai,Orphanage
D2255,"Arts,Education",758,2864,Kolkata,NGO
D2256,Education,525,3584,Delhi,NGO
D2257,Food,748,4744,Kolkata,NGO
D2258,"Food,Health",818,3410,Kolkata,NGO
D2259,"Shelter,Education",801,3699,Chennai,NGO
D2260,"Education,Food",910,4356,Bangalore,Orphanage
D2261,Arts,959,2830,Bangalore,NGO
D2262,Education,613,2188,Kolkata,NGO
D2263,"Health,Shelter",873,4038,Chennai,NGO
D2264,Food,519,2319,Chennai,Orphanage
D2265,Shelter,653,3773,Chennai,Orphanage
D2266,"Health,Arts",991,2852,Kolkata,NGO
D2267,Shelter,779,4508,Kolkata,Orphanage
D2268,"Food,Arts",520,2720,Mumbai,Orphanage
D2269,"Education,Health",630,4605,Kolkata,NGO
D2270,Shelter,700,2007,Chennai,NGO
D2271,"Shelter,Health",994,2736,Bangalore,Orphanage
D2272,Food,881,3035,Kolkata,Orphanage
D2273,Arts,619,3941,Kolkata,NGO
D2274,"Shelter,Arts",630,2310,Kolkata,Orphanage
D2275,"Arts,Education",703,2521,Kolkata,Orphanage
D2276,Food,955,3839,Bangalore,Orphanage
D2277,"Health,Arts",877,3915,Chennai,Orphanage
D2278,Shelter,632,4973,Bangalore,NGO
D2279,Food,639,3330,Bangalore,NGO
D2280,Health,564,3653,Bangalore,NGO
D2281,Shelter,621,3490,Kolkata,Orphanage
D2282,"Arts,Food",728,4482,Kolkata,NGO
D2283,"Arts,Health",910,3995,Mumbai,NGO
D2284,Food,864,4867,Chennai,NGO
D2285,Arts,632,4721,Chennai,Orphanage
D2286,"Education,Food",526,3481,Kolkata,NGO
D2287,Arts,570,2169,Mumbai,NGO
D2288,Food,807,2126,Bangalore,Orphanage
D2289,Food,855,3730,Kolkata,Orphanage
D2290,"Food,Shelter",863,3434,Mumbai,NGO
D2291,Arts,610,4616,Kolkata,NGO
D2292,Shelter,526,2855,Kolkata,Orphanage
D2293,Health,1000,3652,Bangalore,NGO
D2294,"Health,Education",810,4794,Mumbai,Orphanage
D2295,Health,575,2082,Chennai,NGO
D2296,Food,602,3870,Chennai,Orphanage
D2297,"Education,Shelter",805,4153,Bangalore,Orphanage
D2298,"Education,Arts",941,3804,Kolkata,NGO
D2299,"Shelter,Food",663,4616,Delhi,Orphanage
D2300,Shelter,953,2579,Kolkata,Orphanage
D2301,"Food,Shelter",704,4047,Bangalore,Orphanage
D2302,Education,879,4400,Bangalore,Orphanage
D2303,Shelter,530,3606,Bangalore,NGO
D2304,"Education,Health",670,2107,Kolkata,NGO
D2305,Shelter,624,4985,Mumbai,NGO
D2306,"Food,Arts",933,3063,Bangalore,NGO
D2307,Shelter,713,3000,Chennai,NGO
D2308,"Health,Education",636,2101,Kolkata,Orphanage
D2309,"Shelter,Education",608,4606,Kolkata,Orphanage
D2310,Education,630,4943,Chennai,NGO
D2311,Health,760,2377,Mumbai,Orphanage
D2312,Education,1000,3183,Kolkata,Orphanage
D2313,Food,703,2681,Kolkata,NGO
D2314,"Arts,Education",915,2688,Chennai,NGO
D2315,"Health,Shelter",867,3644,Bangalore,Orphanage
D2316,Education,783,3413,Kolkata,NGO
D2317,Food,830,3916,Mumbai,Orphanage
D2318,"Education,Food",899,2867,Mumbai,NGO
D2319,Food,772,4356,Delhi,NGO
D2320,Shelter,534,3339,Delhi,NGO
D2321,Health,536,2024,Bangalore,NGO
D2322,Health,590,3858,Mumbai,Orphanage
D2323,"Arts,Food",906,2233,Bangalore,NGO
D2324,Arts,717,2409,Mumbai,Orphanage
D2325,"Health,Education",921,2250,Delhi,Orphanage
D2326,Health,613,2847,Delhi,NGO
D2327,Shelter,672,3499,Bangalore,NGO
D2328,Education,527,2635,Chennai,NGO
D2329,"Education,Food",783,2391,Delhi,Orphanage
D2330,Food,545,4346,Mumbai,Orphanage
D2331,Education,592,2119,Kolkata,NGO
D2332,"Shelter,Arts",832,3290,Kolkata,Orphanage
D2333,"Arts,Health",983,4436,Chennai,NGO
D2334,Shelter,771,4936,Mumbai,NGO
D2335,"Arts,Education",985,2307,Mumbai,Orphanage
D2336,"Health,Shelter",858,2497,Delhi,Orphanage
D2337,Health,876,2076,Delhi,Orphanage
D2338,Education,939,4608,Chennai,NGO
D2339,"Shelter,Health",658,2564,Delhi,Orphanage
D2340,"Food,Arts",822,2929,Chennai,Orphanage
D2341,Health,657,2929,Chennai,NGO
D2342,Education,703,3822,Kolkata,Orphanage
D2343,Health,777,2707,Bangalore,Orphanage
D2344,Arts,715,4766,Delhi,NGO
D2345,Food,917,2304,Bangalore,NGO
D2346,"Food,Health",784,3376,Kolkata,Orphanage
D2347,Health,687,4139,Mumbai,NGO
D2348,Food,850,2597,Mumbai,NGO
D2349,"Food,Arts",598,2771,Bangalore,Orphanage
D2350,"Arts,Health",773,4454,Delhi,Orphanage
D2351,Food,549,4791,Mumbai,Orphanage
D2352,"Food,Education",719,4680,Mumbai,NGO
D2353,"Health,Shelter",512,3143,Delhi,Orphanage
D2354,Food,883,3852,Delhi,Orphanage
D2355,Arts,783,3566,Delhi,Orphanage
D2356,"Food,Shelter",714,3304,Chennai,Orphanage
D2357,Arts,935,4764,Mumbai,NGO
D2358,Food,957,3475,Bangalore,Orphanage
D2359,"Shelter,Education",584,3497,Delhi,NGO
D2360,Arts,765,3485,Chennai,NGO
D2361,"Shelter,Health",708,2194,Bangalore,NGO
D2362,Health,510,2210,Bangalore,Orphanage
D2363,"Education,Health",905,2969,Delhi,NGO
D2364,Food,969,4476,Chennai,NGO
D2365,"Arts,Shelter",728,3659,Kolkata,NGO
D2366,"Arts,Shelter",918,2819,Delhi,NGO
D2367,Shelter,998,4894,Kolkata,NGO
D2368,"Education,Arts",793,2119,Delhi,Orphanage
D2369,Food,913,3440,Kolkata,NGO
D2370,Shelter,936,2230,Delhi,Orphanage
D2371,Education,600,3349,Mumbai,NGO
D2372,Shelter,501,3584,Mumbai,Orphanage
D2373,"Shelter,Education",678,3898,Mumbai,NGO
D2374,Food,820,3666,Kolkata,NGO
D2375,"Health,Education",621,3051,Mumbai,Orphanage
D2376,"Health,Arts",786,2093,Bangalore,NGO
D2377,Shelter,820,4199,Mumbai,Orphanage
D2378,Health,502,4266,Kolkata,NGO
D2379,Arts,853,3277,Mumbai,Orphanage
D2380,"Health,Arts",535,3628,Bangalore,NGO
D2381,Education,858,3396,Bangalore,NGO
D2382,Food,983,4069,Kolkata,Orphanage
D2383,Shelter,712,4236,Mumbai,Orphanage
D2384,"Food,Education",642,4642,Mumbai,Orphanage
D2385,"Health,Arts",849,2608,Bangalore,NGO
D2386,Arts,510,3499,Chennai,Orphanage
D2387,Health,914,4099,Chennai,Orphanage
D2388,Arts,880,4503,Chennai,Orphanage
D2389,Arts,733,4251,Delhi,Orphanage
D2390,"Shelter,Health",930,3716,Bangalore,NGO
D2391,Food,792,2975,Mumbai,Orphanage
D2392,"Health,Food",696,2348,Chennai,NGO
D2393,Food,728,4522,Chennai,NGO
D2394,Education,790,4324,Kolkata,Orphanage
D2395,Food,730,2196,Mumbai,Orphanage
D2396,Health,665,4485,Bangalore,NGO
D2397,Arts,616,2493,Chennai,Orphanage
D2398,"Shelter,Arts",564,2347,Mumbai,NGO
D2399,"Arts,Education",802,2194,Chennai,Orphanage
D2400,Shelter,646,3222,Delhi,Orphanage
D2401,Arts,580,2795,Mumbai,NGO
D2402,Arts,937,2309,Chennai,Orphanage
D2403,"Arts,Food",824,2551,Mumbai,Orphanage
D2404,Food,679,4525,Kolkata,NGO
D2405,Education,914,2040,Delhi,Orphanage
D2406,"Shelter,Arts",866,4063,Kolkata,NGO
D2407,"Arts,Education",538,2601,Chennai,NGO
D2408,"Health,Arts",970,4740,Mumbai,Orphanage
D2409,"Arts,Shelter",897,3850,Chennai,Orphanage
D2410,Food,661,4119,Delhi,NGO
D2411,Health,690,4056,Bangalore,NGO
D2412,Food,587,2241,Bangalore,Orphanage
D2413,Health,908,2824,Mumbai,Orphanage
D2414,"Arts,Education",614,4694,Chennai,Orphanage
D2415,"Shelter,Health",777,4866,Mumbai,NGO
D2416,"Shelter,Health",632,3390,Mumbai,NGO
D2417,"Education,Health",778,2950,Chennai,NGO
D2418,"Health,Food",973,2083,Mumbai,Orphanage
D2419,"Shelter,Health",753,3816,Kolkata,Orphanage
D2420,Education,655,2972,Delhi,NGO
D2421,"Education,Health",725,2590,Mumbai,Orphanage
D2422,"Arts,Health",899,4834,Kolkata,NGO
D2423,"Shelter,Health",680,3086,Bangalore,Orphanage
D2424,Shelter,802,3629,Chennai,NGO
D2425,Food,795,4494,Bangalore,Orphanage
D2426,"Arts,Food",976,2253,Mumbai,NGO
D2427,Arts,669,3057,Kolkata,Orphanage
D2428,Education,685,3526,Chennai,NGO
D2429,"Food,Health",559,4487,Bangalore,Orphanage
D2430,"Food,Education",974,3821,Mumbai,NGO
D2431,Education,687,4333,Delhi,NGO
D2432,Shelter,615,3786,Delhi,NGO
D2433,"Education,Food",702,4287,Bangalore,NGO
D2434,Arts,749,3362,Bangalore,NGO
D2435,Shelter,827,3511,Mumbai,Orphanage
D2436,"Food,Health",944,2660,Chennai,Orphanage
D2437,"Arts,Food",742,3521,Mumbai,Orphanage
D2438,Health,877,2224,Delhi,NGO
D2439,Food,828,3897,Chennai,NGO
D2440,Health,600,2862,Delhi,NGO
D2441,Health,777,2580,Kolkata,Orphanage
D2442,Food,666,4120,Delhi,NGO
D2443,"Food,Arts",555,2551,Mumbai,Orphanage
D2444,"Arts,Food",655,2860,Mumbai,Orphanage
D2445,Food,650,3292,Chennai,Orphanage
D2446,"Arts,Health",507,4018,Bangalore,NGO
D2447,Education,619,2414,Delhi,Orphanage
D2448,Education,758,2389,Chennai,Orphanage
D2449,Food,620,2905,Chennai,NGO
D2450,Arts,703,3470,Kolkata,Orphanage
D2451,Food,561,4952,Chennai,Orphanage
D2452,"Health,Shelter",701,2997,Chennai,NGO
D2453,Shelter,853,4120,Bangalore,NGO
D2454,"Arts,Shelter",771,2559,Delhi,NGO
D2455,"Education,Food",821,4123,Mumbai,Orphanage
D2456,Arts,708,3311,Bangalore,NGO
D2457,"Food,Shelter",540,2803,Bangalore,NGO
D2458,"Food,Education",815,4337,Kolkata,NGO
D2459,Food,619,4967,Mumbai,NGO
D2460,"Health,Arts",570,2602,Delhi,Orphanage
D2461,Shelter,958,4494,Delhi,Orphanage
D2462,Shelter,893,3826,Mumbai,NGO
D2463,Arts,852,4954,Delhi,Orphanage
D2464,Arts,550,2339,Bangalore,NGO
D2465,"Arts,Shelter",862,3874,Chennai,NGO
D2466,Arts,504,2286,Chennai,Orphanage
D2467,Shelter,820,2303,Bangalore,Orphanage
D2468,"Arts,Food",985,2687,Kolkata,NGO
D2469,"Arts,Food",616,2028,Delhi,Orphanage
D2470,"Education,Shelter",526,4934,Mumbai,NGO
D2471,"Education,Food",917,4929,Bangalore,Orphanage
D2472,"Food,Arts",900,2712,Kolkata,Orphanage
D2473,Arts,788,2174,Delhi,NGO
D2474,"Food,Shelter",509,3428,Bangalore,NGO
D2475,"Arts,Food",858,4822,Delhi,Orphanage
D2476,"Shelter,Education",641,2466,Bangalore,Orphanage
D2477,"Shelter,Health",682,3925,Mumbai,NGO
D2478,Health,931,4088,Delhi,NGO
D2479,Health,587,4608,Mumbai,Orphanage
D2480,"Shelter,Health",729,4062,Bangalore,NGO
D2481,"Arts,Health",553,3087,Delhi,Orphanage
D2482,Health,583,2855,Delhi,Orphanage
D2483,"Arts,Education",826,2971,Bangalore,Orphanage
D2484,"Education,Shelter",552,3281,Mumbai,Orphanage
D2485,Education,633,4996,Delhi,NGO
D2486,"Health,Arts",940,3793,Chennai,NGO
D2487,Shelter,903,4577,Bangalore,NGO
D2488,"Arts,Shelter",812,3931,Mumbai,NGO
D2489,"Education,Health",633,2259,Delhi,NGO
D2490,Shelter,870,2354,Mumbai,NGO
D2491,"Arts,Health",784,2504,Chennai,Orphanage
D2492,Education,564,4239,Kolkata,Orphanage
D2493,"Arts,Food",859,2438,Delhi,NGO
D2494,"Food,Education",640,3150,Delhi,Orphanage
D2495,Shelter,931,4936,Bangalore,NGO
D2496,"Shelter,Health",574,4170,Chennai,NGO
D2497,"Health,Education",636,4558,Delhi,NGO
D2498,Education,678,3676,Delhi,NGO
D2499,"Education,Food",608,2516,Chennai,Orphanage
D2500,"Education,Arts",846,4673,Delhi,Orphanage
D2501,Education,760,4266,Mumbai,Orphanage
D2502,"Health,Education",871,2806,Chennai,NGO
D2503,"Arts,Shelter",937,2933,Delhi,NGO
D2504,Arts,752,3613,Mumbai,NGO
D2505,Arts,939,3501,Bangalore,NGO
D2506,"Arts,Shelter",979,2891,Chennai,NGO
D2507,Food,977,2198,Mumbai,Orphanage
D2508,Shelter,971,3258,Kolkata,Orphanage
D2509,Education,943,3129,Kolkata,NGO
D2510,Shelter,732,2731,Chennai,Orphanage
D2511,Education,823,2018,Kolkata,NGO
D2512,"Health,Shelter",973,3718,Bangalore,NGO
D2513,Education,937,2458,Mumbai,Orphanage
D2514,"Arts,Health",887,3704,Kolkata,NGO
D2515,"Shelter,Arts",759,2566,Mumbai,NGO
D2516,Food,526,4007,Delhi,NGO
D2517,Shelter,754,4468,Mumbai,Orphanage
D2518,"Health,Education",914,2499,Chennai,Orphanage
D2519,Education,684,4454,Chennai,Orphanage
D2520,Shelter,555,2468,Kolkata,Orphanage
D2521,Arts,838,4574,Delhi,Orphanage
D2522,"Shelter,Food",753,4353,Mumbai,Orphanage
D2523,"Health,Food",535,4736,Delhi,NGO
D2524,"Arts,Education",550,2251,Delhi,Orphanage
D2525,"Shelter,Arts",562,3056,Chennai,NGO
D2526,"Health,Food",554,2395,Chennai,Orphanage
D2527,Food,649,2440,Delhi,Orphanage
D2528,"Arts,Education",698,2356,Bangalore,Orphanage
D2529,"Arts,Food",953,2935,Mumbai,NGO
D2530,"Health,Shelter",631,4008,Delhi,Orphanage
D2531,Health,920,2935,Bangalore,NGO
D2532,"Health,Education",861,4240,Chennai,Orphanage
D2533,Shelter,852,2424,Delhi,Orphanage
D2534,Food,770,3336,Mumbai,Orphanage
D2535,"Food,Education",779,2222,Kolkata,Orphanage
D2536,"Health,Food",864,2911,Mumbai,Orphanage
D2537,Education,605,3725,Bangalore,Orphanage
D2538,"Arts,Shelter",994,2406,Delhi,Orphanage
D2539,"Education,Health",715,3669,Delhi,Orphanage
D2540,Shelter,921,2195,Delhi,Orphanage
D2541,"Shelter,Food",897,3005,Mumbai,NGO
D2542,"Arts,Education",895,4075,Bangalore,NGO
D2543,"Arts,Food",871,3368,Mumbai,Orphanage
D2544,Education,822,3950,Chennai,NGO
D2545,"Food,Shelter",646,4046,Mumbai,NGO
D2546,Arts,700,2780,Delhi,Orphanage
D2547,"Health,Arts",789,2851,Bangalore,NGO
D2548,Education,931,2393,Kolkata,Orphanage
D2549,Education,972,2005,Kolkata,Orphanage
D2550,Arts,787,4943,Bangalore,NGO
D2551,Health,926,3774,Chennai,Orphanage
D2552,"Arts,Education",891,4768,Mumbai,Orphanage
D2553,"Food,Shelter",658,2256,Bangalore,Orphanage
D2554,Health,990,2197,Delhi,NGO
D2555,Health,672,4064,Mumbai,Orphanage
D2556,"Health,Shelter",847,3914,Chennai,Orphanage
D2557,Arts,540,4173,Bangalore,Orphanage
D2558,Shelter,939,4355,Delhi,NGO
D2559,Education,711,4140,Bangalore,Orphanage
D2560,Health,996,3479,Mumbai,Orphanage
D2561,"Shelter,Arts",522,2724,Chennai,Orphanage
D2562,"Education,Arts",825,3603,Kolkata,NGO
D2563,Food,748,3311,Chennai,NGO
D2564,Arts,790,2589,Delhi,NGO
D2565,Shelter,936,4500,Delhi,NGO
D2566,Arts,702,3839,Kolkata,NGO
D2567,"Health,Education",837,2693,Mumbai,NGO
D2568,"Health,Education",824,3032,Chennai,NGO
D2569,"Arts,Shelter",591,2161,Delhi,NGO
D2570,"Food,Health",574,2757,Mumbai,Orphanage
D2571,Shelter,992,2836,Kolkata,NGO
D2572,"Arts,Shelter",596,2929,Kolkata,NGO
D2573,Arts,747,2826,Mumbai,Orphanage
D2574,"Health,Food",772,2035,Bangalore,Orphanage
D2575,"Food,Shelter",568,3719,Delhi,Orphanage
D2576,"Food,Arts",652,2968,Kolkata,Orphanage
D2577,"Shelter,Education",861,2471,Mumbai,NGO
D2578,Health,666,2985,Bangalore,Orphanage
D2579,Arts,718,4027,Chennai,NGO
D2580,Arts,982,4888,Mumbai,Orphanage
D2581,Education,598,4325,Mumbai,NGO
D2582,"Food,Shelter",527,4260,Bangalore,Orphanage
D2583,"Food,Arts",910,3377,Bangalore,NGO
D2584,Food,587,2458,Mumbai,NGO
D2585,Arts,659,4677,Bangalore,Orphanage
D2586,"Health,Food",591,2250,Kolkata,NGO
D2587,Arts,659,3561,Bangalore,Orphanage
D2588,"Food,Education",760,4307,Chennai,NGO
D2589,"Shelter,Education",746,4694,Bangalore,NGO
D2590,"Food,Shelter",599,4576,Mumbai,NGO
D2591,"Education,Food",540,3264,Kolkata,NGO
D2592,Health,654,2958,Kolkata,NGO
D2593,"Arts,Shelter",733,2284,Delhi,Orphanage
D2594,Arts,833,3018,Bangalore,Orphanage
D2595,Shelter,568,4213,Mumbai,Orphanage
D2596,Education,751,3950,Kolkata,Orphanage
D2597,Shelter,582,3533,Bangalore,NGO
D2598,"Food,Health",883,2040,Mumbai,NGO
D2599,"Education,Shelter",954,4290,Delhi,NGO
D2600,Shelter,742,4590,Kolkata,Orphanage
D2601,Shelter,823,4407,Mumbai,NGO
D2602,Shelter,679,3223,Kolkata,Orphanage
D2603,"Health,Shelter",718,3682,Delhi,NGO
D2604,"Arts,Food",628,3984,Bangalore,Orphanage
D2605,Health,561,3117,Delhi,NGO
D2606,"Health,Shelter",771,2075,Kolkata,Orphanage
D2607,Food,838,2852,Kolkata,Orphanage
D2608,Health,819,4445,Bangalore,Orphanage
D2609,Health,883,4851,Delhi,Orphanage
D2610,"Health,Arts",610,2812,Delhi,NGO
D2611,"Health,Food",992,2730,Delhi,NGO
D2612,"Shelter,Food",567,4179,Chennai,NGO
D2613,"Arts,Health",783,3360,Delhi,Orphanage
D2614,Shelter,765,3572,Kolkata,Orphanage
D2615,"Health,Shelter",533,4544,Mumbai,NGO
D2616,Food,854,4356,Delhi,NGO
D2617,Shelter,769,4568,Chennai,NGO
D2618,"Health,Arts",846,2947,Bangalore,Orphanage
D2619,Health,702,3868,Kolkata,Orphanage
D2620,Shelter,914,2187,Bangalore,NGO
D2621,Food,596,2381,Chennai,Orphanage
D2622,Health,763,3624,Bangalore,Orphanage
D2623,"Food,Education",972,4810,Bangalore,Orphanage
D2624,Health,701,2565,Bangalore,Orphanage
D2625,"Arts,Food",730,2866,Kolkata,NGO
D2626,"Food,Arts",873,3105,Bangalore,NGO
D2627,"Health,Shelter",895,3458,Chennai,Orphanage
D2628,Shelter,953,2086,Delhi,NGO
D2629,"Food,Education",778,2342,Delhi,Orphanage
D2630,Shelter,687,2511,Chennai,Orphanage
D2631,"Arts,Shelter",664,2958,Mumbai,NGO
D2632,Health,962,3798,Delhi,NGO
D2633,Food,953,3988,Kolkata,NGO
D2634,"Education,Arts",880,4582,Delhi,NGO
D2635,"Food,Health",595,2961,Bangalore,Orphanage
D2636,"Education,Health",547,2670,Delhi,Orphanage
D2637,Shelter,819,4694,Chennai,Orphanage
D2638,Shelter,740,4274,Chennai,Orphanage
D2639,"Food,Shelter",782,2713,Kolkata,NGO
D2640,Shelter,820,4230,Kolkata,Orphanage
D2641,Food,573,2438,Kolkata,Orphanage
D2642,"Health,Education",904,2637,Mumbai,NGO
D2643,"Shelter,Food",809,4222,Mumbai,Orphanage
D2644,Food,888,2743,Kolkata,NGO
D2645,"Health,Arts",598,3922,Bangalore,Orphanage
D2646,Arts,835,2334,Kolkata,Orphanage
D2647,"Education,Health",919,2694,Mumbai,NGO
D2648,"Arts,Food",826,3643,Chennai,NGO
D2649,Food,546,4171,Delhi,Orphanage
D2650,"Education,Food",507,2180,Chennai,NGO
D2651,Health,967,3142,Mumbai,Orphanage
D2652,"Food,Arts",636,4015,Chennai,Orphanage
D2653,"Education,Health",789,2144,Kolkata,Orphanage
D2654,Shelter,637,2107,Delhi,NGO
D2655,Arts,547,4652,Bangalore,Orphanage
D2656,"Shelter,Arts",857,3635,Bangalore,NGO
D2657,Food,859,4448,Chennai,NGO
D2658,Shelter,744,2239,Mumbai,Orphanage
D2659,Education,661,2340,Bangalore,Orphanage
D2660,"Food,Health",710,4305,Mumbai,NGO
D2661,Education,794,3005,Kolkata,NGO
D2662,"Health,Food",896,4923,Bangalore,NGO
D2663,"Shelter,Health",665,4567,Delhi,NGO
D2664,Food,948,4924,Mumbai,Orphanage
D2665,Arts,543,2743,Kolkata,Orphanage
D2666,"Health,Food",529,3477,Bangalore,Orphanage
D2667,Health,728,3228,Kolkata,Orphanage
D2668,Shelter,820,2653,Mumbai,NGO
D2669,Food,792,2543,Mumbai,Orphanage
D2670,Food,680,4039,Delhi,Orphanage
D2671,Arts,863,3655,Kolkata,Orphanage
D2672,Food,939,2784,Bangalore,Orphanage
D2673,"Shelter,Health",760,2790,Delhi,Orphanage
D2674,Food,952,4452,Mumbai,NGO
D2675,Shelter,849,2041,Delhi,NGO
D2676,Food,984,2495,Kolkata,Orphanage
D2677,"Education,Shelter",870,4451,Kolkata,Orphanage
D2678,"Food,Health",602,4571,Kolkata,NGO
D2679,Health,754,3932,Kolkata,NGO
D2680,"Arts,Health",963,4619,Bangalore,Orphanage
D2681,"Health,Education",576,2425,Delhi,Orphanage
D2682,Health,864,3721,Delhi,Orphanage
D2683,"Arts,Health",949,2874,Delhi,NGO
D2684,"Shelter,Health",961,2431,Kolkata,Orphanage
D2685,"Shelter,Arts",715,2343,Chennai,Orphanage
D2686,Arts,647,3112,Chennai,NGO
D2687,Education,719,3631,Bangalore,Orphanage
D2688,Health,917,4773,Bangalore,Orphanage
D2689,Food,563,4059,Kolkata,NGO
D2690,Food,858,3881,Chennai,NGO
D2691,"Shelter,Education",973,3727,Delhi,Orphanage
D2692,"Health,Shelter",811,4358,Delhi,NGO
D2693,Arts,705,2900,Chennai,NGO
D2694,Health,874,2244,Bangalore,Orphanage
D2695,"Arts,Education",572,2542,Kolkata,Orphanage
D2696,Arts,623,3175,Chennai,Orphanage
D2697,"Arts,Education",585,4997,Bangalore,Orphanage
D2698,"Health,Food",794,2798,Bangalore,NGO
D2699,Shelter,720,2562,Kolkata,NGO
D2700,Food,968,3654,Bangalore,Orphanage
D2701,"Arts,Health",780,3004,Chennai,NGO
D2702,"Shelter,Education",562,3779,Mumbai,Orphanage
D2703,Arts,918,4534,Bangalore,Orphanage
D2704,Food,520,4029,Delhi,NGO
D2705,"Education,Arts",740,2445,Bangalore,Orphanage
D2706,"Arts,Food",676,4063,Delhi,Orphanage
D2707,Shelter,581,4089,Bangalore,Orphanage
D2708,"Shelter,Arts",952,2592,Chennai,NGO
D2709,Arts,600,2951,Bangalore,Orphanage
D2710,Shelter,936,3494,Delhi,NGO
D2711,"Food,Shelter",698,2092,Delhi,Orphanage
D2712,Education,649,2483,Bangalore,NGO
D2713,"Education,Health",612,2227,Mumbai,Orphanage
D2714,"Arts,Health",965,2877,Bangalore,Orphanage
D2715,"Arts,Food",587,3637,Delhi,Orphanage
D2716,Food,985,4780,Bangalore,Orphanage
D2717,"Arts,Food",913,3474,Bangalore,Orphanage
D2718,"Food,Education",810,2891,Kolkata,NGO
D2719,"Food,Arts",551,3279,Kolkata,Orphanage
D2720,"Health,Shelter",783,2502,Bangalore,Orphanage
D2721,Shelter,667,4068,Bangalore,Orphanage
D2722,"Food,Arts",804,3496,Bangalore,NGO
D2723,"Education,Shelter",896,4896,Mumbai,Orphanage
D2724,"Shelter,Education",961,4175,Kolkata,Orphanage
D2725,"Education,Shelter",637,2182,Bangalore,NGO
D2726,Education,988,2532,Delhi,Orphanage
D2727,Health,905,2581,Chennai,NGO
D2728,"Education,Arts",999,2225,Chennai,NGO
D2729,Arts,757,2848,Mumbai,Orphanage
D2730,Arts,619,2645,Chennai,Orphanage
D2731,Food,742,3563,Mumbai,NGO
D2732,"Health,Shelter",950,3455,Bangalore,NGO
D2733,Arts,776,3547,Delhi,Orphanage
D2734,"Health,Education",589,3037,Mumbai,Orphanage
D2735,"Arts,Education",762,4340,Chennai,Orphanage
D2736,"Shelter,Health",817,4379,Chennai,Orphanage
D2737,Health,901,2513,Bangalore,NGO
D2738,Shelter,509,2507,Mumbai,NGO
D2739,"Arts,Food",646,3668,Kolkata,Orphanage
D2740,Shelter,857,2792,Mumbai,Orphanage
D2741,"Arts,Health",529,3316,Kolkata,Orphanage
D2742,"Education,Arts",694,2831,Kolkata,Orphanage
D2743,Health,610,4768,Delhi,Orphanage
D2744,"Arts,Shelter",901,3619,Kolkata,NGO
D2745,Shelter,645,3322,Kolkata,Orphanage
D2746,"Arts,Shelter",851,2134,Chennai,Orphanage
D2747,Arts,528,4349,Kolkata,NGO
D2748,Health,915,4044,Delhi,NGO
D2749,"Education,Food",808,2004,Chennai,NGO
D2750,"Food,Health",691,4399,Chennai,Orphanage
D2751,Education,602,3846,Delhi,Orphanage
D2752,"Shelter,Arts",678,3308,Bangalore,NGO
D2753,"Education,Food",596,2754,Delhi,Orphanage
D2754,Arts,673,3500,Mumbai,Orphanage
D2755,"Health,Education",825,3783,Mumbai,NGO
D2756,Health,890,2767,Chennai,Orphanage
D2757,"Food,Shelter",832,3490,Kolkata,Orphanage
D2758,Arts,931,3382,Delhi,NGO
D2759,"Shelter,Arts",672,4653,Bangalore,NGO
D2760,"Arts,Shelter",788,4137,Delhi,Orphanage
D2761,"Arts,Education",669,3790,Delhi,Orphanage
D2762,"Health,Shelter",713,4231,Bangalore,NGO
D2763,"Arts,Food",590,2563,Kolkata,Orphanage
D2764,"Health,Education",541,4671,Delhi,NGO
D2765,Education,760,2093,Kolkata,NGO
D2766,Education,936,3056,Delhi,Orphanage
D2767,"Shelter,Education",837,3631,Mumbai,Orphanage
D2768,Food,920,2186,Chennai,NGO
D2769,Shelter,709,3374,Chennai,Orphanage
D2770,Health,755,2320,Kolkata,Orphanage
D2771,Arts,632,3151,Kolkata,NGO
D2772,"Education,Food",920,2720,Delhi,NGO
D2773,"Arts,Education",500,3008,Chennai,NGO
D2774,"Food,Education",875,2985,Mumbai,Orphanage
D2775,Arts,774,2167,Bangalore,Orphanage
D2776,"Arts,Education",956,3351,Kolkata,Orphanage
D2777,"Food,Shelter",527,3163,Bangalore,NGO
D2778,Health,835,4961,Bangalore,NGO
D2779,"Education,Arts",604,4372,Chennai,Orphanage
D2780,"Arts,Food",584,2643,Chennai,Orphanage
D2781,Health,743,3923,Mumbai,Orphanage
D2782,"Food,Health",963,2243,Mumbai,Orphanage
D2783,Food,808,4692,Chennai,NGO
D2784,"Food,Education",613,3521,Delhi,NGO
D2785,"Education,Food",649,2392,Delhi,Orphanage
D2786,"Education,Health",926,3988,Kolkata,NGO
